110_110_accumulated_energy,110_400_accumulated_energy,350_110_accumulated_energy
15260.0,15260.0,15260.0
15330.0,15330.0,15330.0
15400.0,15400.0,15400.0
15470.0,15470.0,15470.0
15540.0,15540.0,15540.0
15610.0,15610.0,15610.0
15680.0,15680.0,15680.0
15750.0,15750.0,15750.0
15820.0,15820.0,15820.0
15890.0,15890.0,15890.0
15960.0,15960.0,15960.0
16030.0,16030.0,16030.0
16100.0,16100.0,16100.0
16170.0,16170.0,16170.0
16240.0,16240.0,16240.0
16310.0,16310.0,16310.0
16380.0,16380.0,16380.0
16450.0,16450.0,16450.0
16520.0,16520.0,16520.0
16590.0,16590.0,16590.0
16660.0,16660.0,16660.0
16730.0,16730.0,16730.0
16800.0,16800.0,16800.0
16870.0,16870.0,16870.0
16940.0,16940.0,16940.0
17010.0,17010.0,17010.0
17080.0,17080.0,17080.0
17150.0,17150.0,17150.0
17220.0,17220.0,17220.0
17290.0,17290.0,17290.0
17360.0,17360.0,17360.0
17430.0,17430.0,17430.0
17500.0,17500.0,17500.0
17570.0,17570.0,17570.0
17640.0,17640.0,17640.0
17710.0,17710.0,17710.0
17780.0,17780.0,17780.0
17850.0,17850.0,17850.0
17920.0,17920.0,17920.0
17990.0,17990.0,17990.0
18060.0,18060.0,18060.0
18130.0,18130.0,18130.0
18200.0,18200.0,18200.0
18270.0,18270.0,18270.0
18340.0,18340.0,18340.0
18410.0,18410.0,18410.0
18480.0,18480.0,18480.0
18550.0,18550.0,18550.0
18620.0,18620.0,18620.0
18690.0,18690.0,18690.0
18760.0,18760.0,18760.0
18830.0,18830.0,18830.0
18900.0,18900.0,18900.0
18970.0,18970.0,18970.0
19040.0,19040.0,19040.0
19110.0,19110.0,19110.0
19180.0,19180.0,19180.0
19250.0,19250.0,19250.0
19320.0,19320.0,19320.0
19390.0,19390.0,19390.0
19460.0,19460.0,19460.0
19530.0,19530.0,19530.0
19600.0,19600.0,19600.0
19670.0,19670.0,19670.0
19740.0,19740.0,19740.0
19810.0,19810.0,19810.0
19880.0,19880.0,19880.0
19950.0,19950.0,19950.0
20020.0,20020.0,20020.0
20090.0,20090.0,20090.0
20160.0,20160.0,20160.0
20230.0,20230.0,20230.0
20300.0,20300.0,20300.0
20370.0,20370.0,20370.0
20440.0,20440.0,20440.0
20510.0,20510.0,20510.0
20580.0,20580.0,20580.0
20650.0,20650.0,20650.0
20720.0,20720.0,20720.0
20790.0,20790.0,20790.0
20860.0,20860.0,20860.0
20930.0,20930.0,20930.0
21000.0,21000.0,21000.0
21070.0,21070.0,21070.0
21140.0,21140.0,21140.0
21210.0,21210.0,21210.0
21280.0,21280.0,21280.0
21350.0,21350.0,21350.0
21420.0,21420.0,21420.0
21490.0,21490.0,21490.0
21560.0,21560.0,21560.0
21630.0,21630.0,21630.0
21700.0,21700.0,21700.0
21770.0,21770.0,21770.0
21840.0,21840.0,21840.0
21910.0,21910.0,21910.0
21980.0,21980.0,21980.0
22050.0,22050.0,22050.0
22120.0,22120.0,22120.0
22190.0,22190.0,22190.0
22260.0,22260.0,22260.0
22330.0,22330.0,22330.0
22400.0,22400.0,22400.0
22470.0,22470.0,22470.0
22540.0,22540.0,22540.0
22610.0,22610.0,22610.0
22680.0,22680.0,22680.0
22750.0,22750.0,22750.0
22820.0,22820.0,22820.0
22890.0,22890.0,22890.0
22960.0,22960.0,22960.0
23030.0,23030.0,23030.0
23100.0,23100.0,23100.0
23170.0,23170.0,23170.0
23240.0,23240.0,23240.0
23310.0,23310.0,23310.0
23380.0,23380.0,23380.0
23450.0,23450.0,23450.0
23520.0,23520.0,23520.0
23590.0,23590.0,23590.0
23660.0,23660.0,23660.0
23730.0,23730.0,23730.0
23800.0,23800.0,23800.0
23870.0,23870.0,23870.0
23940.0,23940.0,23940.0
24010.0,24010.0,24010.0
24080.0,24080.0,24080.0
24150.0,24150.0,24150.0
24220.0,24220.0,24220.0
24290.0,24290.0,24290.0
24360.0,24360.0,24360.0
24430.0,24430.0,24430.0
24500.0,24500.0,24500.0
24570.0,24570.0,24570.0
24640.0,24640.0,24640.0
24710.0,24710.0,24710.0
24780.0,24780.0,24780.0
24850.0,24850.0,24850.0
24920.0,24920.0,24920.0
24990.0,24990.0,24990.0
25060.0,25060.0,25060.0
25130.0,25130.0,25130.0
25200.0,25200.0,25200.0
25270.0,25270.0,25270.0
25340.0,25340.0,25340.0
25410.0,25410.0,25410.0
25480.0,25480.0,25480.0
25550.0,25550.0,25550.0
25620.0,25620.0,25620.0
25690.0,25690.0,25690.0
25760.0,25760.0,25760.0
25830.0,25830.0,25830.0
25900.0,25900.0,25900.0
25970.0,25970.0,25970.0
26040.0,26040.0,26040.0
26110.0,26110.0,26110.0
26180.0,26180.0,26180.0
26250.0,26250.0,26250.0
26320.0,26320.0,26320.0
26390.0,26390.0,26390.0
26460.0,26460.0,26460.0
26530.0,26530.0,26530.0
26600.0,26600.0,26600.0
26670.0,26670.0,26670.0
26740.0,26740.0,26740.0
26810.0,26810.0,26810.0
26880.0,26880.0,26880.0
26950.0,26950.0,26950.0
27020.0,27020.0,27020.0
27090.0,27090.0,27090.0
27160.0,27160.0,27160.0
27230.0,27230.0,27230.0
27300.0,27300.0,27300.0
27370.0,27370.0,27370.0
27440.0,27440.0,27440.0
27510.0,27510.0,27510.0
27580.0,27580.0,27580.0
27650.0,27650.0,27650.0
27720.0,27720.0,27720.0
27790.0,27790.0,27790.0
27860.0,27860.0,27860.0
27930.0,27930.0,27930.0
28000.0,28000.0,28000.0
28070.0,28070.0,28070.0
28140.0,28140.0,28140.0
28210.0,28210.0,28210.0
28280.0,28280.0,28280.0
28350.0,28350.0,28350.0
28420.0,28420.0,28420.0
28490.0,28490.0,28490.0
28560.0,28560.0,28560.0
28630.0,28630.0,28630.0
28700.0,28700.0,28700.0
28770.0,28770.0,28770.0
28840.0,28840.0,28840.0
28910.0,28910.0,28910.0
28980.0,28980.0,28980.0
29050.0,29050.0,29050.0
29120.0,29120.0,29120.0
29190.0,29190.0,29190.0
29260.0,29260.0,29260.0
29330.0,29330.0,29330.0
29400.0,29400.0,29400.0
29470.0,29470.0,29470.0
29540.0,29540.0,29540.0
29610.0,29610.0,29610.0
29680.0,29680.0,29680.0
29750.0,29750.0,29750.0
29820.0,29820.0,29820.0
29890.0,29890.0,29890.0
29960.0,29960.0,29960.0
30030.0,30030.0,30030.0
30100.0,30100.0,30100.0
30170.0,30170.0,30170.0
30240.0,30240.0,30240.0
30310.0,30310.0,30310.0
30380.0,30380.0,30380.0
30450.0,30450.0,30450.0
30520.0,30520.0,30520.0
30590.0,30590.0,30590.0
30660.0,30660.0,30660.0
30730.0,30730.0,30730.0
30800.0,30800.0,30800.0
30870.0,30870.0,30870.0
30940.0,30940.0,30940.0
31010.0,31010.0,31010.0
31080.0,31080.0,31080.0
31150.0,31150.0,31150.0
31220.0,31220.0,31220.0
31290.0,31290.0,31290.0
31360.0,31360.0,31360.0
31430.0,31430.0,31430.0
31500.0,31500.0,31500.0
31570.0,31570.0,31570.0
31640.0,31640.0,31640.0
31710.0,31710.0,31710.0
31780.0,31780.0,31780.0
31850.0,31850.0,31850.0
31920.0,31920.0,31920.0
31990.0,31990.0,31990.0
32060.0,32060.0,32060.0
32130.0,32130.0,32130.0
32200.0,32200.0,32200.0
32270.0,32270.0,32270.0
32340.0,32340.0,32340.0
32410.0,32410.0,32410.0
32480.0,32480.0,32480.0
32550.0,32550.0,32550.0
32620.0,32620.0,32620.0
32690.0,32690.0,32690.0
32760.0,32760.0,32760.0
32830.0,32830.0,32830.0
32900.0,32900.0,32900.0
32970.0,32970.0,32970.0
33040.0,33040.0,33040.0
33110.0,33110.0,33110.0
33180.0,33180.0,33180.0
33250.0,33250.0,33250.0
33320.0,33320.0,33320.0
33390.0,33390.0,33390.0
33460.0,33460.0,33460.0
33530.0,33530.0,33530.0
33600.0,33600.0,33600.0
33670.0,33670.0,33670.0
33740.0,33740.0,33740.0
33810.0,33810.0,33810.0
33880.0,33880.0,33880.0
33950.0,33950.0,33950.0
34020.0,34020.0,34020.0
34090.0,34090.0,34090.0
34160.0,34160.0,34160.0
34230.0,34230.0,34230.0
34300.0,34300.0,34300.0
34370.0,34370.0,34370.0
34440.0,34440.0,34440.0
34510.0,34510.0,34510.0
34580.0,34580.0,34580.0
34650.0,34650.0,34650.0
34720.0,34720.0,34720.0
34790.0,34790.0,34790.0
34860.0,34860.0,34860.0
34930.0,34930.0,34930.0
35000.0,35000.0,35000.0
35070.0,35070.0,35070.0
35140.0,35140.0,35140.0
35210.0,35210.0,35210.0
35280.0,35280.0,35280.0
35350.0,35350.0,35350.0
35420.0,35420.0,35420.0
35490.0,35490.0,35490.0
35560.0,35560.0,35560.0
35630.0,35630.0,35630.0
35700.0,35700.0,35700.0
35770.0,35770.0,35770.0
35840.0,35840.0,35840.0
35910.0,35910.0,35910.0
35980.0,35980.0,35980.0
36050.0,36050.0,36050.0
36120.0,36120.0,36120.0
36190.0,36190.0,36190.0
36260.0,36260.0,36260.0
36330.0,36330.0,36330.0
36400.0,36400.0,36400.0
36470.0,36470.0,36470.0
36540.0,36540.0,36540.0
36610.0,36610.0,36610.0
36680.0,36680.0,36680.0
36750.0,36750.0,36750.0
36820.0,36820.0,36820.0
36890.0,36890.0,36890.0
36960.0,36960.0,36960.0
37030.0,37030.0,37030.0
37100.0,37100.0,37100.0
37170.0,37170.0,37170.0
37240.0,37240.0,37240.0
37310.0,37310.0,37310.0
37380.0,37380.0,37380.0
37450.0,37450.0,37450.0
37520.0,37520.0,37520.0
37590.0,37590.0,37590.0
37660.0,37660.0,37660.0
37730.0,37730.0,37730.0
37800.0,37800.0,37800.0
37870.0,37870.0,37870.0
37940.0,37940.0,37940.0
38010.0,38010.0,38010.0
38080.0,38080.0,38080.0
38150.0,38150.0,38150.0
38220.0,38220.0,38220.0
38290.0,38290.0,38290.0
38360.0,38360.0,38360.0
38430.0,38430.0,38430.0
38500.0,38500.0,38500.0
38570.0,38570.0,38570.0
38640.0,38640.0,38640.0
38710.0,38710.0,38710.0
38780.0,38780.0,38780.0
38850.0,38850.0,38850.0
38920.0,38920.0,38920.0
38990.0,38990.0,38990.0
39060.0,39060.0,39060.0
39130.0,39130.0,39130.0
39200.0,39200.0,39200.0
39270.0,39270.0,39270.0
39340.0,39340.0,39340.0
39410.0,39410.0,39410.0
39480.0,39480.0,39480.0
39550.0,39550.0,39550.0
39620.0,39620.0,39620.0
39690.0,39690.0,39690.0
39760.0,39760.0,39760.0
39830.0,39830.0,39830.0
39900.0,39900.0,39900.0
39970.0,39970.0,39970.0
40040.0,40040.0,40040.0
40110.0,40110.0,40110.0
40180.0,40180.0,40180.0
40250.0,40250.0,40250.0
40320.0,40320.0,40320.0
40390.0,40390.0,40390.0
40460.0,40460.0,40460.0
40530.0,40530.0,40530.0
40600.0,40600.0,40600.0
40670.0,40670.0,40670.0
40740.0,40740.0,40740.0
40810.0,40810.0,40810.0
40880.0,40880.0,40880.0
40950.0,40950.0,40950.0
41020.0,41020.0,41020.0
41090.0,41090.0,41090.0
41160.0,41160.0,41160.0
41230.0,41230.0,41230.0
41300.0,41300.0,41300.0
41370.0,41370.0,41370.0
41440.0,41440.0,41440.0
41510.0,41510.0,41510.0
41580.0,41580.0,41580.0
41650.0,41650.0,41650.0
41720.0,41720.0,41720.0
41790.0,41790.0,41790.0
41860.0,41860.0,41860.0
41930.0,41930.0,41930.0
42000.0,42000.0,42000.0
42070.0,42070.0,42070.0
42140.0,42140.0,42140.0
42210.0,42210.0,42210.0
42280.0,42280.0,42280.0
42350.0,42350.0,42350.0
42420.0,42420.0,42420.0
42490.0,42490.0,42490.0
42560.0,42560.0,42560.0
42630.0,42630.0,42630.0
42700.0,42700.0,42700.0
42770.0,42770.0,42770.0
42840.0,42840.0,42840.0
42910.0,42910.0,42910.0
42980.0,42980.0,42980.0
43050.0,43050.0,43050.0
43120.0,43120.0,43120.0
43190.0,43190.0,43190.0
43260.0,43260.0,43260.0
43330.0,43330.0,43330.0
43400.0,43400.0,43400.0
43470.0,43470.0,43470.0
43540.0,43540.0,43540.0
43610.0,43610.0,43610.0
43680.0,43680.0,43680.0
43750.0,43750.0,43750.0
43820.0,43820.0,43820.0
43890.0,43890.0,43890.0
43960.0,43960.0,43960.0
44030.0,44030.0,44030.0
44100.0,44100.0,44100.0
44170.0,44170.0,44170.0
44240.0,44240.0,44240.0
44310.0,44310.0,44310.0
44380.0,44380.0,44380.0
44450.0,44450.0,44450.0
44520.0,44520.0,44520.0
44590.0,44590.0,44590.0
44660.0,44660.0,44660.0
44730.0,44730.0,44730.0
44800.0,44800.0,44800.0
44870.0,44870.0,44870.0
44940.0,44940.0,44940.0
45010.0,45010.0,45010.0
45080.0,45080.0,45080.0
45150.0,45150.0,45150.0
45220.0,45220.0,45220.0
45290.0,45290.0,45290.0
45360.0,45360.0,45360.0
45430.0,45430.0,45430.0
45500.0,45500.0,45500.0
45570.0,45570.0,45570.0
45640.0,45640.0,45640.0
45710.0,45710.0,45710.0
45780.0,45780.0,45780.0
45850.0,45850.0,45850.0
45920.0,45920.0,45920.0
45990.0,45990.0,45990.0
46060.0,46060.0,46060.0
46130.0,46130.0,46130.0
46200.0,46200.0,46200.0
46270.0,46270.0,46270.0
46340.0,46340.0,46340.0
46410.0,46410.0,46410.0
46480.0,46480.0,46480.0
46550.0,46550.0,46550.0
46620.0,46620.0,46620.0
46690.0,46690.0,46690.0
46760.0,46760.0,46760.0
46830.0,46830.0,46830.0
46900.0,46900.0,46900.0
46970.0,46970.0,46970.0
47040.0,47040.0,47040.0
47110.0,47110.0,47110.0
47180.0,47180.0,47180.0
47250.0,47250.0,47250.0
47320.0,47320.0,47320.0
47390.0,47390.0,47390.0
47460.0,47460.0,47460.0
47530.0,47530.0,47530.0
47600.0,47600.0,47600.0
47670.0,47670.0,47670.0
47740.0,47740.0,47740.0
47810.0,47810.0,47810.0
47880.0,47880.0,47880.0
47950.0,47950.0,47950.0
48020.0,48020.0,48020.0
48090.0,48090.0,48090.0
48160.0,48160.0,48160.0
48230.0,48230.0,48230.0
48300.0,48300.0,48300.0
48370.0,48370.0,48370.0
48440.0,48440.0,48440.0
48510.0,48510.0,48510.0
48580.0,48580.0,48580.0
48650.0,48650.0,48650.0
48720.0,48720.0,48720.0
48790.0,48790.0,48790.0
48860.0,48860.0,48860.0
48930.0,48930.0,48930.0
49000.0,49000.0,49000.0
49070.0,49070.0,49070.0
49140.0,49140.0,49140.0
49210.0,49210.0,49210.0
49280.0,49280.0,49280.0
49350.0,49350.0,49350.0
49420.0,49420.0,49420.0
49490.0,49490.0,49490.0
49560.0,49560.0,49560.0
49630.0,49630.0,49630.0
49700.0,49700.0,49700.0
49770.0,49770.0,49770.0
49840.0,49840.0,49840.0
49910.0,49910.0,49910.0
49980.0,49980.0,49980.0
50050.0,50050.0,50050.0
50120.0,50120.0,50120.0
50190.0,50190.0,50190.0
50260.0,50260.0,50260.0
50330.0,50330.0,50330.0
50400.0,50400.0,50400.0
50470.0,50470.0,50470.0
50540.0,50540.0,50540.0
50610.0,50610.0,50610.0
50680.0,50680.0,50680.0
50750.0,50750.0,50750.0
50820.0,50820.0,50820.0
50890.0,50890.0,50890.0
50960.0,50960.0,50960.0
51030.0,51030.0,51030.0
51100.0,51100.0,51100.0
51170.0,51170.0,51170.0
51240.0,51240.0,51240.0
51310.0,51310.0,51310.0
51380.0,51380.0,51380.0
51450.0,51450.0,51450.0
51520.0,51520.0,51520.0
51590.0,51590.0,51590.0
51660.0,51660.0,51660.0
51730.0,51730.0,51730.0
51800.0,51800.0,51800.0
51870.0,51870.0,51870.0
51940.0,51940.0,51940.0
52010.0,52010.0,52010.0
52080.0,52080.0,52080.0
52150.0,52150.0,52150.0
52220.0,52220.0,52220.0
52290.0,52290.0,52290.0
52360.0,52360.0,52360.0
52430.0,52430.0,52430.0
52500.0,52500.0,52500.0
52570.0,52570.0,52570.0
52640.0,52640.0,52640.0
52710.0,52710.0,52710.0
52780.0,52780.0,52780.0
52850.0,52850.0,52850.0
52920.0,52920.0,52920.0
52990.0,52990.0,52990.0
53060.0,53060.0,53060.0
53130.0,53130.0,53130.0
53200.0,53200.0,53200.0
53270.0,53270.0,53270.0
53340.0,53340.0,53340.0
53410.0,53410.0,53410.0
53480.0,53480.0,53480.0
53550.0,53550.0,53550.0
53620.0,53620.0,53620.0
53690.0,53690.0,53690.0
53760.0,53760.0,53760.0
53830.0,53830.0,53830.0
53900.0,53900.0,53900.0
53970.0,53970.0,53970.0
54040.0,54040.0,54040.0
54110.0,54110.0,54110.0
54180.0,54180.0,54180.0
54250.0,54250.0,54250.0
54320.0,54320.0,54320.0
54390.0,54390.0,54390.0
54460.0,54460.0,54460.0
54530.0,54530.0,54530.0
54600.0,54600.0,54600.0
54670.0,54670.0,54670.0
54740.0,54740.0,54740.0
54810.0,54810.0,54810.0
54880.0,54880.0,54880.0
54950.0,54950.0,54950.0
55020.0,55020.0,55020.0
55090.0,55090.0,55090.0
55160.0,55160.0,55160.0
55230.0,55230.0,55230.0
55300.0,55300.0,55300.0
55370.0,55370.0,55370.0
55440.0,55440.0,55440.0
55510.0,55510.0,55510.0
55580.0,55580.0,55580.0
55650.0,55650.0,55650.0
55720.0,55720.0,55720.0
55790.0,55790.0,55790.0
55860.0,55860.0,55860.0
55930.0,55930.0,55930.0
56000.0,56000.0,56000.0
56070.0,56070.0,56070.0
56140.0,56140.0,56140.0
56210.0,56210.0,56210.0
56280.0,56280.0,56280.0
56350.0,56350.0,56350.0
56420.0,56420.0,56420.0
56490.0,56490.0,56490.0
56560.0,56560.0,56560.0
56630.0,56630.0,56630.0
56700.0,56700.0,56700.0
56770.0,56770.0,56770.0
56840.0,56840.0,56840.0
56910.0,56910.0,56910.0
56980.0,56980.0,56980.0
57050.0,57050.0,57050.0
57120.0,57120.0,57120.0
57190.0,57190.0,57190.0
57260.0,57260.0,57260.0
57330.0,57330.0,57330.0
57400.0,57400.0,57400.0
57470.0,57470.0,57470.0
57540.0,57540.0,57540.0
57610.0,57610.0,57610.0
57680.0,57680.0,57680.0
57750.0,57750.0,57750.0
57820.0,57820.0,57820.0
57890.0,57890.0,57890.0
57960.0,57960.0,57960.0
58030.0,58030.0,58030.0
58100.0,58100.0,58100.0
58170.0,58170.0,58170.0
58240.0,58240.0,58240.0
58310.0,58310.0,58310.0
58380.0,58380.0,58380.0
58450.0,58450.0,58450.0
58520.0,58520.0,58520.0
58590.0,58590.0,58590.0
58660.0,58660.0,58660.0
58730.0,58730.0,58730.0
58800.0,58800.0,58800.0
58870.0,58870.0,58870.0
58940.0,58940.0,58940.0
59010.0,59010.0,59010.0
59080.0,59080.0,59080.0
59150.0,59150.0,59150.0
59220.0,59220.0,59220.0
59290.0,59290.0,59290.0
59360.0,59360.0,59360.0
59430.0,59430.0,59430.0
59500.0,59500.0,59500.0
59570.0,59570.0,59570.0
59640.0,59640.0,59640.0
59710.0,59710.0,59710.0
59780.0,59780.0,59780.0
59850.0,59850.0,59850.0
59920.0,59920.0,59920.0
59990.0,59990.0,59990.0
60060.0,60060.0,60060.0
60130.0,60130.0,60130.0
60200.0,60200.0,60200.0
60270.0,60270.0,60270.0
60340.0,60340.0,60340.0
60410.0,60410.0,60410.0
60480.0,60480.0,60480.0
60550.0,60550.0,60550.0
60620.0,60620.0,60620.0
60690.0,60690.0,60690.0
60760.0,60760.0,60760.0
60830.0,60830.0,60830.0
60900.0,60900.0,60900.0
60970.0,60970.0,60970.0
61040.0,61040.0,61040.0
61110.0,61110.0,61110.0
61180.0,61180.0,61180.0
61250.0,61250.0,61250.0
61320.0,61320.0,61320.0
61390.0,61390.0,61390.0
61460.0,61460.0,61460.0
61530.0,61530.0,61530.0
61600.0,61600.0,61600.0
61670.0,61670.0,61670.0
61740.0,61740.0,61740.0
61810.0,61810.0,61810.0
61880.0,61880.0,61880.0
61950.0,61950.0,61950.0
62020.0,62020.0,62020.0
62090.0,62090.0,62090.0
62160.0,62160.0,62160.0
62230.0,62230.0,62230.0
62300.0,62300.0,62300.0
62370.0,62370.0,62370.0
62440.0,62440.0,62440.0
62510.0,62510.0,62510.0
62580.0,62580.0,62580.0
62650.0,62650.0,62650.0
62720.0,62720.0,62720.0
62790.0,62790.0,62790.0
62860.0,62860.0,62860.0
62930.0,62930.0,62930.0
63000.0,63000.0,63000.0
63070.0,63070.0,63070.0
63140.0,63140.0,63140.0
63210.0,63210.0,63210.0
63280.0,63280.0,63280.0
63350.0,63350.0,63350.0
63420.0,63420.0,63420.0
63490.0,63490.0,63490.0
63560.0,63560.0,63560.0
63630.0,63630.0,63630.0
63700.0,63700.0,63700.0
63770.0,63770.0,63770.0
63840.0,63840.0,63840.0
63910.0,63910.0,63910.0
63980.0,63980.0,63980.0
64050.0,64050.0,64050.0
64120.0,64120.0,64120.0
64190.0,64190.0,64190.0
64260.0,64260.0,64260.0
64330.0,64330.0,64330.0
64400.0,64400.0,64400.0
64470.0,64470.0,64470.0
64540.0,64540.0,64540.0
64610.0,64610.0,64610.0
64680.0,64680.0,64680.0
64750.0,64750.0,64750.0
64820.0,64820.0,64820.0
64890.0,64890.0,64890.0
64960.0,64960.0,64960.0
