110_110_accumulated_energy,110_400_accumulated_energy,350_110_accumulated_energy
377860.0,377860.0,377860.0
377930.0,377930.0,377930.0
378000.0,378000.0,378000.0
378070.0,378070.0,378070.0
378140.0,378140.0,378140.0
378210.0,378210.0,378210.0
378280.0,378280.0,378280.0
378350.0,378350.0,378350.0
378420.0,378420.0,378420.0
378490.0,378490.0,378490.0
378560.0,378560.0,378560.0
378630.0,378630.0,378630.0
378700.0,378700.0,378700.0
378770.0,378770.0,378770.0
378840.0,378840.0,378840.0
378910.0,378910.0,378910.0
378980.0,378980.0,378980.0
379050.0,379050.0,379050.0
379120.0,379120.0,379120.0
379190.0,379190.0,379190.0
379260.0,379260.0,379260.0
379330.0,379330.0,379330.0
379400.0,379400.0,379400.0
379470.0,379470.0,379470.0
379540.0,379540.0,379540.0
379610.0,379610.0,379610.0
379680.0,379680.0,379680.0
379750.0,379750.0,379750.0
379820.0,379820.0,379820.0
379890.0,379890.0,379890.0
379960.0,379960.0,379960.0
380030.0,380030.0,380030.0
380100.0,380100.0,380100.0
380170.0,380170.0,380170.0
380240.0,380240.0,380240.0
380310.0,380310.0,380310.0
380380.0,380380.0,380380.0
380450.0,380450.0,380450.0
380520.0,380520.0,380520.0
380590.0,380590.0,380590.0
380660.0,380660.0,380660.0
380730.0,380730.0,380730.0
380800.0,380800.0,380800.0
380870.0,380870.0,380870.0
380940.0,380940.0,380940.0
381010.0,381010.0,381010.0
381080.0,381080.0,381080.0
381150.0,381150.0,381150.0
381220.0,381220.0,381220.0
381290.0,381290.0,381290.0
381360.0,381360.0,381360.0
381430.0,381430.0,381430.0
381500.0,381500.0,381500.0
381570.0,381570.0,381570.0
381640.0,381640.0,381640.0
381710.0,381710.0,381710.0
381780.0,381780.0,381780.0
381850.0,381850.0,381850.0
381920.0,381920.0,381920.0
381990.0,381990.0,381990.0
382060.0,382060.0,382060.0
382130.0,382130.0,382130.0
382200.0,382200.0,382200.0
382270.0,382270.0,382270.0
382340.0,382340.0,382340.0
382410.0,382410.0,382410.0
382480.0,382480.0,382480.0
382550.0,382550.0,382550.0
382620.0,382620.0,382620.0
382690.0,382690.0,382690.0
382760.0,382760.0,382760.0
382830.0,382830.0,382830.0
382900.0,382900.0,382900.0
382970.0,382970.0,382970.0
383040.0,383040.0,383040.0
383110.0,383110.0,383110.0
383180.0,383180.0,383180.0
383250.0,383250.0,383250.0
383320.0,383320.0,383320.0
383390.0,383390.0,383390.0
383460.0,383460.0,383460.0
383530.0,383530.0,383530.0
383600.0,383600.0,383600.0
383670.0,383670.0,383670.0
383740.0,383740.0,383740.0
383810.0,383810.0,383810.0
383880.0,383880.0,383880.0
383950.0,383950.0,383950.0
384020.0,384020.0,384020.0
384090.0,384090.0,384090.0
384160.0,384160.0,384160.0
384230.0,384230.0,384230.0
384300.0,384300.0,384300.0
384370.0,384370.0,384370.0
384440.0,384440.0,384440.0
384510.0,384510.0,384510.0
384580.0,384580.0,384580.0
384650.0,384650.0,384650.0
384720.0,384720.0,384720.0
384790.0,384790.0,384790.0
384860.0,384860.0,384860.0
384930.0,384930.0,384930.0
385000.0,385000.0,385000.0
385070.0,385070.0,385070.0
385140.0,385140.0,385140.0
385210.0,385210.0,385210.0
385280.0,385280.0,385280.0
385350.0,385350.0,385350.0
385420.0,385420.0,385420.0
385490.0,385490.0,385490.0
385560.0,385560.0,385560.0
385630.0,385630.0,385630.0
385700.0,385700.0,385700.0
385770.0,385770.0,385770.0
385840.0,385840.0,385840.0
385910.0,385910.0,385910.0
385980.0,385980.0,385980.0
386050.0,386050.0,386050.0
386120.0,386120.0,386120.0
386190.0,386190.0,386190.0
386260.0,386260.0,386260.0
386330.0,386330.0,386330.0
386400.0,386400.0,386400.0
386470.0,386470.0,386470.0
386540.0,386540.0,386540.0
386610.0,386610.0,386610.0
386680.0,386680.0,386680.0
386750.0,386750.0,386750.0
386820.0,386820.0,386820.0
386890.0,386890.0,386890.0
386960.0,386960.0,386960.0
387030.0,387030.0,387030.0
387100.0,387100.0,387100.0
387170.0,387170.0,387170.0
387240.0,387240.0,387240.0
387310.0,387310.0,387310.0
387380.0,387380.0,387380.0
387450.0,387450.0,387450.0
387520.0,387520.0,387520.0
387590.0,387590.0,387590.0
387660.0,387660.0,387660.0
387730.0,387730.0,387730.0
387800.0,387800.0,387800.0
387870.0,387870.0,387870.0
387940.0,387940.0,387940.0
388010.0,388010.0,388010.0
388080.0,388080.0,388080.0
388150.0,388150.0,388150.0
388220.0,388220.0,388220.0
388290.0,388290.0,388290.0
388360.0,388360.0,388360.0
388430.0,388430.0,388430.0
388500.0,388500.0,388500.0
388570.0,388570.0,388570.0
388640.0,388640.0,388640.0
388710.0,388710.0,388710.0
388780.0,388780.0,388780.0
388850.0,388850.0,388850.0
388920.0,388920.0,388920.0
388990.0,388990.0,388990.0
389060.0,389060.0,389060.0
389130.0,389130.0,389130.0
389200.0,389200.0,389200.0
389270.0,389270.0,389270.0
389340.0,389340.0,389340.0
389410.0,389410.0,389410.0
389480.0,389480.0,389480.0
389550.0,389550.0,389550.0
389620.0,389620.0,389620.0
389690.0,389690.0,389690.0
389760.0,389760.0,389760.0
389830.0,389830.0,389830.0
389900.0,389900.0,389900.0
389970.0,389970.0,389970.0
390040.0,390040.0,390040.0
390110.0,390110.0,390110.0
390180.0,390180.0,390180.0
390250.0,390250.0,390250.0
390320.0,390320.0,390320.0
390390.0,390390.0,390390.0
390460.0,390460.0,390460.0
390530.0,390530.0,390530.0
390600.0,390600.0,390600.0
390670.0,390670.0,390670.0
390740.0,390740.0,390740.0
390810.0,390810.0,390810.0
390880.0,390880.0,390880.0
390950.0,390950.0,390950.0
391020.0,391020.0,391020.0
391090.0,391090.0,391090.0
391160.0,391160.0,391160.0
391230.0,391230.0,391230.0
391300.0,391300.0,391300.0
391370.0,391370.0,391370.0
391440.0,391440.0,391440.0
391510.0,391510.0,391510.0
391580.0,391580.0,391580.0
391650.0,391650.0,391650.0
391720.0,391720.0,391720.0
391790.0,391790.0,391790.0
391860.0,391860.0,391860.0
391930.0,391930.0,391930.0
392000.0,392000.0,392000.0
392070.0,392070.0,392070.0
392140.0,392140.0,392140.0
392210.0,392210.0,392210.0
392280.0,392280.0,392280.0
392350.0,392350.0,392350.0
392420.0,392420.0,392420.0
392490.0,392490.0,392490.0
392560.0,392560.0,392560.0
392630.0,392630.0,392630.0
392700.0,392700.0,392700.0
392770.0,392770.0,392770.0
392840.0,392840.0,392840.0
392910.0,392910.0,392910.0
392980.0,392980.0,392980.0
393050.0,393050.0,393050.0
393120.0,393120.0,393120.0
393190.0,393190.0,393190.0
393260.0,393260.0,393260.0
393330.0,393330.0,393330.0
393400.0,393400.0,393400.0
393470.0,393470.0,393470.0
393540.0,393540.0,393540.0
393610.0,393610.0,393610.0
393680.0,393680.0,393680.0
393750.0,393750.0,393750.0
393820.0,393820.0,393820.0
393890.0,393890.0,393890.0
393960.0,393960.0,393960.0
394030.0,394030.0,394030.0
394100.0,394100.0,394100.0
394170.0,394170.0,394170.0
394240.0,394240.0,394240.0
394310.0,394310.0,394310.0
394380.0,394380.0,394380.0
394450.0,394450.0,394450.0
394520.0,394520.0,394520.0
394590.0,394590.0,394590.0
394660.0,394660.0,394660.0
394730.0,394730.0,394730.0
394800.0,394800.0,394800.0
394870.0,394870.0,394870.0
394940.0,394940.0,394940.0
395010.0,395010.0,395010.0
395080.0,395080.0,395080.0
395150.0,395150.0,395150.0
395220.0,395220.0,395220.0
395290.0,395290.0,395290.0
395360.0,395360.0,395360.0
395430.0,395430.0,395430.0
395500.0,395500.0,395500.0
395570.0,395570.0,395570.0
395640.0,395640.0,395640.0
395710.0,395710.0,395710.0
395780.0,395780.0,395780.0
395850.0,395850.0,395850.0
395920.0,395920.0,395920.0
395990.0,395990.0,395990.0
396060.0,396060.0,396060.0
396130.0,396130.0,396130.0
396200.0,396200.0,396200.0
396270.0,396270.0,396270.0
396340.0,396340.0,396340.0
396410.0,396410.0,396410.0
396480.0,396480.0,396480.0
396550.0,396550.0,396550.0
396620.0,396620.0,396620.0
396690.0,396690.0,396690.0
396760.0,396760.0,396760.0
396830.0,396830.0,396830.0
396900.0,396900.0,396900.0
396970.0,396970.0,396970.0
397040.0,397040.0,397040.0
397110.0,397110.0,397110.0
397180.0,397180.0,397180.0
397250.0,397250.0,397250.0
397320.0,397320.0,397320.0
397390.0,397390.0,397390.0
397460.0,397460.0,397460.0
397530.0,397530.0,397530.0
397600.0,397600.0,397600.0
397670.0,397670.0,397670.0
397740.0,397740.0,397740.0
397810.0,397810.0,397810.0
397880.0,397880.0,397880.0
397950.0,397950.0,397950.0
398020.0,398020.0,398020.0
398090.0,398090.0,398090.0
398160.0,398160.0,398160.0
398230.0,398230.0,398230.0
398300.0,398300.0,398300.0
398370.0,398370.0,398370.0
398440.0,398440.0,398440.0
398510.0,398510.0,398510.0
398580.0,398580.0,398580.0
398650.0,398650.0,398650.0
398720.0,398720.0,398720.0
398790.0,398790.0,398790.0
398860.0,398860.0,398860.0
398930.0,398930.0,398930.0
399000.0,399000.0,399000.0
399070.0,399070.0,399070.0
399140.0,399140.0,399140.0
399210.0,399210.0,399210.0
399280.0,399280.0,399280.0
399350.0,399350.0,399350.0
399420.0,399420.0,399420.0
399490.0,399490.0,399490.0
399560.0,399560.0,399560.0
399630.0,399630.0,399630.0
399700.0,399700.0,399700.0
399770.0,399770.0,399770.0
399840.0,399840.0,399840.0
399910.0,399910.0,399910.0
399980.0,399980.0,399980.0
400050.0,400050.0,400050.0
400120.0,400120.0,400120.0
400190.0,400190.0,400190.0
400260.0,400260.0,400260.0
400330.0,400330.0,400330.0
400400.0,400400.0,400400.0
400470.0,400470.0,400470.0
400540.0,400540.0,400540.0
400610.0,400610.0,400610.0
400680.0,400680.0,400680.0
400750.0,400750.0,400750.0
400820.0,400820.0,400820.0
400890.0,400890.0,400890.0
400960.0,400960.0,400960.0
401030.0,401030.0,401030.0
401100.0,401100.0,401100.0
401170.0,401170.0,401170.0
401240.0,401240.0,401240.0
401310.0,401310.0,401310.0
401380.0,401380.0,401380.0
401450.0,401450.0,401450.0
401520.0,401520.0,401520.0
401590.0,401590.0,401590.0
401660.0,401660.0,401660.0
401730.0,401730.0,401730.0
401800.0,401800.0,401800.0
401870.0,401870.0,401870.0
401940.0,401940.0,401940.0
402010.0,402010.0,402010.0
402080.0,402080.0,402080.0
402150.0,402150.0,402150.0
402220.0,402220.0,402220.0
402290.0,402290.0,402290.0
402360.0,402360.0,402360.0
402430.0,402430.0,402430.0
402500.0,402500.0,402500.0
402570.0,402570.0,402570.0
402640.0,402640.0,402640.0
402710.0,402710.0,402710.0
402780.0,402780.0,402780.0
402850.0,402850.0,402850.0
402920.0,402920.0,402920.0
402990.0,402990.0,402990.0
403060.0,403060.0,403060.0
403130.0,403130.0,403130.0
403200.0,403200.0,403200.0
403270.0,403270.0,403270.0
403340.0,403340.0,403340.0
403410.0,403410.0,403410.0
403480.0,403480.0,403480.0
403550.0,403550.0,403550.0
403620.0,403620.0,403620.0
403690.0,403690.0,403690.0
403760.0,403760.0,403760.0
403830.0,403830.0,403830.0
403900.0,403900.0,403900.0
403970.0,403970.0,403970.0
404040.0,404040.0,404040.0
404110.0,404110.0,404110.0
404180.0,404180.0,404180.0
404250.0,404250.0,404250.0
404320.0,404320.0,404320.0
404390.0,404390.0,404390.0
404460.0,404460.0,404460.0
404530.0,404530.0,404530.0
404600.0,404600.0,404600.0
404670.0,404670.0,404670.0
404740.0,404740.0,404740.0
404810.0,404810.0,404810.0
404880.0,404880.0,404880.0
404950.0,404950.0,404950.0
405020.0,405020.0,405020.0
405090.0,405090.0,405090.0
405160.0,405160.0,405160.0
405230.0,405230.0,405230.0
405300.0,405300.0,405300.0
405370.0,405370.0,405370.0
405440.0,405440.0,405440.0
405510.0,405510.0,405510.0
405580.0,405580.0,405580.0
405650.0,405650.0,405650.0
405720.0,405720.0,405720.0
405790.0,405790.0,405790.0
405860.0,405860.0,405860.0
405930.0,405930.0,405930.0
406000.0,406000.0,406000.0
406070.0,406070.0,406070.0
406140.0,406140.0,406140.0
406210.0,406210.0,406210.0
406280.0,406280.0,406280.0
406350.0,406350.0,406350.0
406420.0,406420.0,406420.0
406490.0,406490.0,406490.0
406560.0,406560.0,406560.0
406630.0,406630.0,406630.0
406700.0,406700.0,406700.0
406770.0,406770.0,406770.0
406840.0,406840.0,406840.0
406910.0,406910.0,406910.0
406980.0,406980.0,406980.0
407050.0,407050.0,407050.0
407120.0,407120.0,407120.0
407190.0,407190.0,407190.0
407260.0,407260.0,407260.0
407330.0,407330.0,407330.0
407400.0,407400.0,407400.0
407470.0,407470.0,407470.0
407540.0,407540.0,407540.0
407610.0,407610.0,407610.0
407680.0,407680.0,407680.0
407750.0,407750.0,407750.0
407820.0,407820.0,407820.0
407890.0,407890.0,407890.0
407960.0,407960.0,407960.0
408030.0,408030.0,408030.0
408100.0,408100.0,408100.0
408170.0,408170.0,408170.0
408240.0,408240.0,408240.0
408310.0,408310.0,408310.0
408380.0,408380.0,408380.0
408450.0,408450.0,408450.0
408520.0,408520.0,408520.0
408590.0,408590.0,408590.0
408660.0,408660.0,408660.0
408730.0,408730.0,408730.0
408800.0,408800.0,408800.0
408870.0,408870.0,408870.0
408940.0,408940.0,408940.0
409010.0,409010.0,409010.0
409080.0,409080.0,409080.0
409150.0,409150.0,409150.0
409220.0,409220.0,409220.0
409290.0,409290.0,409290.0
409360.0,409360.0,409360.0
409430.0,409430.0,409430.0
409500.0,409500.0,409500.0
409570.0,409570.0,409570.0
409640.0,409640.0,409640.0
409710.0,409710.0,409710.0
409780.0,409780.0,409780.0
409850.0,409850.0,409850.0
409920.0,409920.0,409920.0
409990.0,409990.0,409990.0
410060.0,410060.0,410060.0
410130.0,410130.0,410130.0
410200.0,410200.0,410200.0
410270.0,410270.0,410270.0
410340.0,410340.0,410340.0
410410.0,410410.0,410410.0
410480.0,410480.0,410480.0
410550.0,410550.0,410550.0
410620.0,410620.0,410620.0
410690.0,410690.0,410690.0
410760.0,410760.0,410760.0
410830.0,410830.0,410830.0
410900.0,410900.0,410900.0
410970.0,410970.0,410970.0
411040.0,411040.0,411040.0
411110.0,411110.0,411110.0
411180.0,411180.0,411180.0
411250.0,411250.0,411250.0
411320.0,411320.0,411320.0
411390.0,411390.0,411390.0
411460.0,411460.0,411460.0
411530.0,411530.0,411530.0
411600.0,411600.0,411600.0
411670.0,411670.0,411670.0
411740.0,411740.0,411740.0
411810.0,411810.0,411810.0
411880.0,411880.0,411880.0
411950.0,411950.0,411950.0
412020.0,412020.0,412020.0
412090.0,412090.0,412090.0
412160.0,412160.0,412160.0
412230.0,412230.0,412230.0
412300.0,412300.0,412300.0
412370.0,412370.0,412370.0
412440.0,412440.0,412440.0
412510.0,412510.0,412510.0
412580.0,412580.0,412580.0
412650.0,412650.0,412650.0
412720.0,412720.0,412720.0
412790.0,412790.0,412790.0
412860.0,412860.0,412860.0
412930.0,412930.0,412930.0
413000.0,413000.0,413000.0
413070.0,413070.0,413070.0
413140.0,413140.0,413140.0
413210.0,413210.0,413210.0
413280.0,413280.0,413280.0
413350.0,413350.0,413350.0
413420.0,413420.0,413420.0
413490.0,413490.0,413490.0
413560.0,413560.0,413560.0
413630.0,413630.0,413630.0
413700.0,413700.0,413700.0
413770.0,413770.0,413770.0
413840.0,413840.0,413840.0
413910.0,413910.0,413910.0
413980.0,413980.0,413980.0
414050.0,414050.0,414050.0
414120.0,414120.0,414120.0
414190.0,414190.0,414190.0
414260.0,414260.0,414260.0
414330.0,414330.0,414330.0
414400.0,414400.0,414400.0
414470.0,414470.0,414470.0
414540.0,414540.0,414540.0
414610.0,414610.0,414610.0
414680.0,414680.0,414680.0
414750.0,414750.0,414750.0
414820.0,414820.0,414820.0
414890.0,414890.0,414890.0
414960.0,414960.0,414960.0
415030.0,415030.0,415030.0
415100.0,415100.0,415100.0
415170.0,415170.0,415170.0
415240.0,415240.0,415240.0
415310.0,415310.0,415310.0
415380.0,415380.0,415380.0
415450.0,415450.0,415450.0
415520.0,415520.0,415520.0
415590.0,415590.0,415590.0
415660.0,415660.0,415660.0
415730.0,415730.0,415730.0
415800.0,415800.0,415800.0
415870.0,415870.0,415870.0
415940.0,415940.0,415940.0
416010.0,416010.0,416010.0
416080.0,416080.0,416080.0
416150.0,416150.0,416150.0
416220.0,416220.0,416220.0
416290.0,416290.0,416290.0
416360.0,416360.0,416360.0
416430.0,416430.0,416430.0
416500.0,416500.0,416500.0
416570.0,416570.0,416570.0
416640.0,416640.0,416640.0
416710.0,416710.0,416710.0
416780.0,416780.0,416780.0
416850.0,416850.0,416850.0
416920.0,416920.0,416920.0
416990.0,416990.0,416990.0
417060.0,417060.0,417060.0
417130.0,417130.0,417130.0
417200.0,417200.0,417200.0
417270.0,417270.0,417270.0
417340.0,417340.0,417340.0
417410.0,417410.0,417410.0
417480.0,417480.0,417480.0
417550.0,417550.0,417550.0
417620.0,417620.0,417620.0
417690.0,417690.0,417690.0
417760.0,417760.0,417760.0
417830.0,417830.0,417830.0
417900.0,417900.0,417900.0
417970.0,417970.0,417970.0
418040.0,418040.0,418040.0
418110.0,418110.0,418110.0
418180.0,418180.0,418180.0
418250.0,418250.0,418250.0
418320.0,418320.0,418320.0
418390.0,418390.0,418390.0
418460.0,418460.0,418460.0
418530.0,418530.0,418530.0
418600.0,418600.0,418600.0
418670.0,418670.0,418670.0
418740.0,418740.0,418740.0
418810.0,418810.0,418810.0
418880.0,418880.0,418880.0
418950.0,418950.0,418950.0
419020.0,419020.0,419020.0
419090.0,419090.0,419090.0
419160.0,419160.0,419160.0
419230.0,419230.0,419230.0
419300.0,419300.0,419300.0
419370.0,419370.0,419370.0
419440.0,419440.0,419440.0
419510.0,419510.0,419510.0
419580.0,419580.0,419580.0
419650.0,419650.0,419650.0
419720.0,419720.0,419720.0
419790.0,419790.0,419790.0
419860.0,419860.0,419860.0
419930.0,419930.0,419930.0
420000.0,420000.0,420000.0
420070.0,420070.0,420070.0
420140.0,420140.0,420140.0
420210.0,420210.0,420210.0
420280.0,420280.0,420280.0
420350.0,420350.0,420350.0
420420.0,420420.0,420420.0
420490.0,420490.0,420490.0
420560.0,420560.0,420560.0
420630.0,420630.0,420630.0
420700.0,420700.0,420700.0
420770.0,420770.0,420770.0
420840.0,420840.0,420840.0
420910.0,420910.0,420910.0
420980.0,420980.0,420980.0
421050.0,421050.0,421050.0
421120.0,421120.0,421120.0
421190.0,421190.0,421190.0
421260.0,421260.0,421260.0
421330.0,421330.0,421330.0
421400.0,421400.0,421400.0
421470.0,421470.0,421470.0
421540.0,421540.0,421540.0
421610.0,421610.0,421610.0
421680.0,421680.0,421680.0
421750.0,421750.0,421750.0
421820.0,421820.0,421820.0
421890.0,421890.0,421890.0
421960.0,421960.0,421960.0
422030.0,422030.0,422030.0
422100.0,422100.0,422100.0
422170.0,422170.0,422170.0
422240.0,422240.0,422240.0
422310.0,422310.0,422310.0
422380.0,422380.0,422380.0
422450.0,422450.0,422450.0
422520.0,422520.0,422520.0
422590.0,422590.0,422590.0
422660.0,422660.0,422660.0
422730.0,422730.0,422730.0
422800.0,422800.0,422800.0
422870.0,422870.0,422870.0
422940.0,422940.0,422940.0
423010.0,423010.0,423010.0
423080.0,423080.0,423080.0
423150.0,423150.0,423150.0
423220.0,423220.0,423220.0
423290.0,423290.0,423290.0
423360.0,423360.0,423360.0
423430.0,423430.0,423430.0
423500.0,423500.0,423500.0
423570.0,423570.0,423570.0
423640.0,423640.0,423640.0
423710.0,423710.0,423710.0
423780.0,423780.0,423780.0
423850.0,423850.0,423850.0
423920.0,423920.0,423920.0
423990.0,423990.0,423990.0
424060.0,424060.0,424060.0
424130.0,424130.0,424130.0
424200.0,424200.0,424200.0
424270.0,424270.0,424270.0
424340.0,424340.0,424340.0
424410.0,424410.0,424410.0
424480.0,424480.0,424480.0
424550.0,424550.0,424550.0
424620.0,424620.0,424620.0
424690.0,424690.0,424690.0
424760.0,424760.0,424760.0
424830.0,424830.0,424830.0
424900.0,424900.0,424900.0
424970.0,424970.0,424970.0
425040.0,425040.0,425040.0
425110.0,425110.0,425110.0
425180.0,425180.0,425180.0
425250.0,425250.0,425250.0
425320.0,425320.0,425320.0
425390.0,425390.0,425390.0
425460.0,425460.0,425460.0
425530.0,425530.0,425530.0
425600.0,425600.0,425600.0
425670.0,425670.0,425670.0
425740.0,425740.0,425740.0
425810.0,425810.0,425810.0
425880.0,425880.0,425880.0
425950.0,425950.0,425950.0
426020.0,426020.0,426020.0
426090.0,426090.0,426090.0
426160.0,426160.0,426160.0
426230.0,426230.0,426230.0
426300.0,426300.0,426300.0
426370.0,426370.0,426370.0
426440.0,426440.0,426440.0
426510.0,426510.0,426510.0
426580.0,426580.0,426580.0
426650.0,426650.0,426650.0
426720.0,426720.0,426720.0
426790.0,426790.0,426790.0
426860.0,426860.0,426860.0
426930.0,426930.0,426930.0
427000.0,427000.0,427000.0
427070.0,427070.0,427070.0
427140.0,427140.0,427140.0
427210.0,427210.0,427210.0
427280.0,427280.0,427280.0
427350.0,427350.0,427350.0
427420.0,427420.0,427420.0
427490.0,427490.0,427490.0
427560.0,427560.0,427560.0
427630.0,427630.0,427630.0
427700.0,427700.0,427700.0
427770.0,427770.0,427770.0
427840.0,427840.0,427840.0
427910.0,427910.0,427910.0
427980.0,427980.0,427980.0
428050.0,428050.0,428050.0
428120.0,428120.0,428120.0
428190.0,428190.0,428190.0
428260.0,428260.0,428260.0
428330.0,428330.0,428330.0
428400.0,428400.0,428400.0
428470.0,428470.0,428470.0
428540.0,428540.0,428540.0
428610.0,428610.0,428610.0
428680.0,428680.0,428680.0
428750.0,428750.0,428750.0
428820.0,428820.0,428820.0
428890.0,428890.0,428890.0
428960.0,428960.0,428960.0
429030.0,429030.0,429030.0
429100.0,429100.0,429100.0
429170.0,429170.0,429170.0
429240.0,429240.0,429240.0
429310.0,429310.0,429310.0
429380.0,429380.0,429380.0
429450.0,429450.0,429450.0
429520.0,429520.0,429520.0
429590.0,429590.0,429590.0
429660.0,429660.0,429660.0
429730.0,429730.0,429730.0
429800.0,429800.0,429800.0
429870.0,429870.0,429870.0
429940.0,429940.0,429940.0
430010.0,430010.0,430010.0
430080.0,430080.0,430080.0
430150.0,430150.0,430150.0
430220.0,430220.0,430220.0
430290.0,430290.0,430290.0
430360.0,430360.0,430360.0
430430.0,430430.0,430430.0
430500.0,430500.0,430500.0
430570.0,430570.0,430570.0
430640.0,430640.0,430640.0
430710.0,430710.0,430710.0
430780.0,430780.0,430780.0
430850.0,430850.0,430850.0
430920.0,430920.0,430920.0
430990.0,430990.0,430990.0
431060.0,431060.0,431060.0
431130.0,431130.0,431130.0
431200.0,431200.0,431200.0
431270.0,431270.0,431270.0
431340.0,431340.0,431340.0
431410.0,431410.0,431410.0
431480.0,431480.0,431480.0
431550.0,431550.0,431550.0
431620.0,431620.0,431620.0
431690.0,431690.0,431690.0
431760.0,431760.0,431760.0
431830.0,431830.0,431830.0
431900.0,431900.0,431900.0
431970.0,431970.0,431970.0
432040.0,432040.0,432040.0
432110.0,432110.0,432110.0
432180.0,432180.0,432180.0
432250.0,432250.0,432250.0
432320.0,432320.0,432320.0
432390.0,432390.0,432390.0
432460.0,432460.0,432460.0
432530.0,432530.0,432530.0
432600.0,432600.0,432600.0
432670.0,432670.0,432670.0
432740.0,432740.0,432740.0
432810.0,432810.0,432810.0
432880.0,432880.0,432880.0
432950.0,432950.0,432950.0
433020.0,433020.0,433020.0
433090.0,433090.0,433090.0
433160.0,433160.0,433160.0
433230.0,433230.0,433230.0
433300.0,433300.0,433300.0
433370.0,433370.0,433370.0
433440.0,433440.0,433440.0
433510.0,433510.0,433510.0
433580.0,433580.0,433580.0
433650.0,433650.0,433650.0
433720.0,433720.0,433720.0
433790.0,433790.0,433790.0
433860.0,433860.0,433860.0
433930.0,433930.0,433930.0
434000.0,434000.0,434000.0
434070.0,434070.0,434070.0
434140.0,434140.0,434140.0
434210.0,434210.0,434210.0
434280.0,434280.0,434280.0
434350.0,434350.0,434350.0
434420.0,434420.0,434420.0
434490.0,434490.0,434490.0
434560.0,434560.0,434560.0
434630.0,434630.0,434630.0
434700.0,434700.0,434700.0
434770.0,434770.0,434770.0
434840.0,434840.0,434840.0
434910.0,434910.0,434910.0
434980.0,434980.0,434980.0
435050.0,435050.0,435050.0
435120.0,435120.0,435120.0
435190.0,435190.0,435190.0
435260.0,435260.0,435260.0
435330.0,435330.0,435330.0
435400.0,435400.0,435400.0
435470.0,435470.0,435470.0
435540.0,435540.0,435540.0
435610.0,435610.0,435610.0
435680.0,435680.0,435680.0
435750.0,435750.0,435750.0
435820.0,435820.0,435820.0
435890.0,435890.0,435890.0
435960.0,435960.0,435960.0
436030.0,436030.0,436030.0
436100.0,436100.0,436100.0
436170.0,436170.0,436170.0
436240.0,436240.0,436240.0
436310.0,436310.0,436310.0
436380.0,436380.0,436380.0
436450.0,436450.0,436450.0
436520.0,436520.0,436520.0
436590.0,436590.0,436590.0
436660.0,436660.0,436660.0
436730.0,436730.0,436730.0
436800.0,436800.0,436800.0
436870.0,436870.0,436870.0
436940.0,436940.0,436940.0
437010.0,437010.0,437010.0
437080.0,437080.0,437080.0
437150.0,437150.0,437150.0
437220.0,437220.0,437220.0
437290.0,437290.0,437290.0
437360.0,437360.0,437360.0
437430.0,437430.0,437430.0
437500.0,437500.0,437500.0
437570.0,437570.0,437570.0
437640.0,437640.0,437640.0
437710.0,437710.0,437710.0
437780.0,437780.0,437780.0
437850.0,437850.0,437850.0
437920.0,437920.0,437920.0
437990.0,437990.0,437990.0
438060.0,438060.0,438060.0
438130.0,438130.0,438130.0
438200.0,438200.0,438200.0
438270.0,438270.0,438270.0
438340.0,438340.0,438340.0
438410.0,438410.0,438410.0
438480.0,438480.0,438480.0
438550.0,438550.0,438550.0
438620.0,438620.0,438620.0
438690.0,438690.0,438690.0
438760.0,438760.0,438760.0
438830.0,438830.0,438830.0
438900.0,438900.0,438900.0
438970.0,438970.0,438970.0
439040.0,439040.0,439040.0
439110.0,439110.0,439110.0
439180.0,439180.0,439180.0
439250.0,439250.0,439250.0
439320.0,439320.0,439320.0
439390.0,439390.0,439390.0
439460.0,439460.0,439460.0
439530.0,439530.0,439530.0
439600.0,439600.0,439600.0
439670.0,439670.0,439670.0
439740.0,439740.0,439740.0
439810.0,439810.0,439810.0
439880.0,439880.0,439880.0
439950.0,439950.0,439950.0
440020.0,440020.0,440020.0
440090.0,440090.0,440090.0
440160.0,440160.0,440160.0
440230.0,440230.0,440230.0
440300.0,440300.0,440300.0
440370.0,440370.0,440370.0
440440.0,440440.0,440440.0
440510.0,440510.0,440510.0
440580.0,440580.0,440580.0
440650.0,440650.0,440650.0
440720.0,440720.0,440720.0
440790.0,440790.0,440790.0
440860.0,440860.0,440860.0
440930.0,440930.0,440930.0
441000.0,441000.0,441000.0
441070.0,441070.0,441070.0
441140.0,441140.0,441140.0
441210.0,441210.0,441210.0
441280.0,441280.0,441280.0
441350.0,441350.0,441350.0
441420.0,441420.0,441420.0
441490.0,441490.0,441490.0
441560.0,441560.0,441560.0
441630.0,441630.0,441630.0
441700.0,441700.0,441700.0
441770.0,441770.0,441770.0
441840.0,441840.0,441840.0
441910.0,441910.0,441910.0
441980.0,441980.0,441980.0
442050.0,442050.0,442050.0
442120.0,442120.0,442120.0
442190.0,442190.0,442190.0
442260.0,442260.0,442260.0
442330.0,442330.0,442330.0
442400.0,442400.0,442400.0
442470.0,442470.0,442470.0
442540.0,442540.0,442540.0
442610.0,442610.0,442610.0
442680.0,442680.0,442680.0
442750.0,442750.0,442750.0
442820.0,442820.0,442820.0
442890.0,442890.0,442890.0
