x,y,anxiety
50.0,300.0,36.863594184995314
100.0,300.0,56.55544756523445
200.0,300.0,27.76244501462938
250.0,300.0,5.558833051340629
300.0,300.0,26.556375695468397
350.0,300.0,23.231537446505783
400.0,300.0,51.86023778757431
450.0,300.0,3.891688683152884
500.0,300.0,7.767170990938535
550.0,300.0,47.28185334799752
600.0,300.0,30.121706360164165
650.0,300.0,20.325964771456142
1000.0,300.0,43.65873150021544
1200.0,300.0,2.4078879569361806
205.0,50.0,66.84735798983515
205.0,100.0,22.824032470288092
205.0,150.0,71.57169771475182
205.0,200.0,24.392862216575008
205.0,250.0,40.65767452715702
205.0,300.0,25.833548578673597
205.0,800.0,59.72565676034339
205.0,550.0,13.412551987294089
205.0,1250.0,48.65540629749772
505.0,350.0,26.443564434756706
505.0,400.0,9.03656190439006
505.0,450.0,74.6134971951508
505.0,500.0,24.3793737371758
505.0,550.0,19.244417303271813
505.0,580.0,15.779042235360206
505.0,780.0,13.858100211147622
50.0,1000.0,51.12694826213428
100.0,1000.0,58.37934463556405
800.0,1000.0,35.21168650899316
650.0,1000.0,22.910253955357355
300.0,300.0,38.26563899687614
350.0,1000.0,9.89669416337613
400.0,1000.0,44.66486823501437
450.0,1000.0,21.082394268819947
500.0,1000.0,69.79019634331296
550.0,1000.0,27.66288003868556
600.0,1000.0,31.461746516956733
150.0,1000.0,32.595632312626314
1000.0,1000.0,12.529562663452523
1200.0,1000.0,75.48570852947164
800.0,50.0,82.34680292846717
205.0,100.0,1.3286183977074228
800.0,150.0,55.85040702206076
800.0,200.0,30.487455492258103
800.0,250.0,44.00542949859493
205.0,300.0,16.93194313545699
800.0,800.0,1.534941125703554
205.0,550.0,6.287878695805461
800.0,1250.0,47.49417671025558
1100.0,350.0,17.044802771641937
1100.0,400.0,39.72659316832262
1100.0,450.0,46.67606022037308
1100.0,500.0,24.616781723693936
1100.0,550.0,23.768213885079604
1100.0,580.0,24.31431871121922
1100.0,780.0,52.7810164544222
50.0,300.0,36.863594184995314
